ms;uA
7400.0;14240.000000000002
7410.0;14590.000000000002
7420.0;9020.0
7430.0;6803.0
7440.0;14350.000000000002
7450.0;14280.000000000002
7460.0;14320.000000000002
7470.0;14500.000000000002
7480.0;6208.0
7490.0;6539.0
7500.0;14650.000000000002
7510.0;6977.0
7520.0;14130.000000000002
7530.0;7063.0
7540.0;14680.000000000002
7550.0;14300.000000000002
7560.0;14330.000000000002
7570.0;14100.000000000002
7580.0;14550.000000000002
7590.0;9070.0
7600.0;14690.000000000002
7610.0;14500.000000000002
7620.0;14680.000000000002
7630.0;14220.000000000002
7640.0;14310.000000000002
7650.0;14200.000000000002
7660.0;8899.0
7670.0;9531.0
7680.0;14730.000000000002
7690.0;14690.000000000002
7700.0;14530.000000000002
7710.0;13730.000000000002
7720.0;16160.000000000002
7730.0;14750.000000000002
7740.0;14720.000000000002
7750.0;14720.000000000002
7760.0;15290.000000000002
7770.0;6208.0
7780.0;14640.000000000002
7790.0;14230.000000000002
7800.0;14560.000000000002
7810.0;14540.000000000002
7820.0;6327.0
7830.0;10150.0
7840.0;14180.000000000002
7850.0;6513.0
7860.0;14420.000000000002
7870.0;15470.000000000002
7880.0;6958.0
7890.0;14670.000000000002
7900.0;14400.000000000002
7910.0;14600.000000000002
7920.0;14360.000000000002
7930.0;12630.000000000002
7940.0;14650.000000000002
7950.0;14530.000000000002
7960.0;14420.000000000002
7970.0;14530.000000000002
7980.0;8542.0
7990.0;14370.000000000002
8000.0;14090.000000000002
8010.0;14570.000000000002
8020.0;7899.0
8030.0;6748.0
8040.0;14110.000000000002
8050.0;6569.0
8060.0;14240.000000000002
8070.0;7122.0
8080.0;14510.000000000002
8090.0;6717.0
8100.0;14240.000000000002
8110.0;7385.0
8120.0;14600.000000000002
8130.0;7149.0
8140.0;14370.000000000002
8150.0;6765.0
8160.0;6649.0
8170.0;6980.0
8180.0;14410.000000000002
8190.0;6659.0
8200.0;13990.000000000002
8210.0;6190.0
8220.0;14320.000000000002
8230.0;14270.000000000002
8240.0;14340.000000000002
8250.0;14310.000000000002
8260.0;6120.0
8270.0;6376.0
8280.0;14280.000000000002
8290.0;6070.0
8300.0;14550.000000000002
8310.0;6579.0
8320.0;9804.0
8330.0;14170.000000000002
8340.0;6175.0
8350.0;14390.000000000002
8360.0;7885.0
8370.0;6174.0
8380.0;14250.000000000002
8390.0;14560.000000000002
8400.0;14430.000000000002
8410.0;14110.000000000002
8420.0;6181.0
8430.0;6519.0
8440.0;14370.000000000002
8450.0;6270.0
8460.0;14400.000000000002
8470.0;6495.0
8480.0;6203.0
8490.0;14140.000000000002
8500.0;6473.0
8510.0;14610.000000000002
8520.0;7846.0
8530.0;8103.0
8540.0;14280.000000000002
8550.0;14180.000000000002
8560.0;14260.000000000002
8570.0;14570.000000000002
8580.0;14550.000000000002
8590.0;14560.000000000002
8600.0;14190.000000000002
8610.0;14220.000000000002
8620.0;14380.000000000002
8630.0;14080.000000000002
8640.0;14450.000000000002
8650.0;14620.000000000002
8660.0;6176.0
8670.0;8470.0
8680.0;14740.000000000002
8690.0;8257.0
8700.0;14550.000000000002
8710.0;6516.0
8720.0;6657.0
8730.0;14350.000000000002
8740.0;6294.0
8750.0;16700.0
8760.0;7475.0
8770.0;6228.0
8780.0;14340.000000000002
8790.0;14130.000000000002
8800.0;14580.000000000002
8810.0;14420.000000000002
8820.0;6482.0
8830.0;6739.0
8840.0;14350.000000000002
8850.0;6929.0
8860.0;14190.000000000002
8870.0;15770.000000000002
8880.0;14600.000000000002
8890.0;14360.000000000002
8900.0;14500.000000000002
8910.0;14350.000000000002
8920.0;6258.0
8930.0;14510.000000000002
8940.0;6217.0
8950.0;14050.000000000002
8960.0;6170.0
8970.0;6161.0
8980.0;14160.000000000002
8990.0;6515.0
9000.0;14320.000000000002
9010.0;7222.0
9020.0;15930.000000000002
9030.0;14090.000000000002
9040.0;14500.000000000002
9050.0;14220.000000000002
9060.0;14110.000000000002
9070.0;9662.0
9080.0;14330.000000000002
9090.0;7999.0
9100.0;14170.000000000002
9110.0;6041.0
9120.0;14610.000000000002
9130.0;6501.0
9140.0;14270.000000000002
9150.0;14320.000000000002
9160.0;8786.0
9170.0;15800.000000000002
9180.0;14400.000000000002
9190.0;14400.000000000002
9200.0;14120.000000000002
9210.0;14760.000000000002
9220.0;6653.0
9230.0;6228.0
9240.0;14260.000000000002
9250.0;6465.0
9260.0;14190.000000000002
9270.0;8715.0
9280.0;6364.0
9290.0;14260.000000000002
9300.0;6060.0
9310.0;14250.000000000002
9320.0;9383.0
9330.0;6703.0
9340.0;14510.000000000002
9350.0;14250.000000000002
9360.0;14550.000000000002
9370.0;14210.000000000002
9380.0;6722.0
9390.0;14310.000000000002
9400.0;14100.000000000002
9410.0;14570.000000000002
9420.0;14720.000000000002
9430.0;6987.0
9440.0;14310.000000000002
9450.0;14430.000000000002
9460.0;14160.000000000002
9470.0;14600.000000000002
9480.0;6113.0
9490.0;14620.000000000002
9500.0;6232.0
9510.0;14120.000000000002
9520.0;6269.0
9530.0;6508.0
9540.0;14580.000000000002
9550.0;14060.000000000002
9560.0;14270.000000000002
9570.0;14070.000000000002
9580.0;14380.000000000002
9590.0;14340.000000000002
9600.0;14160.000000000002
9610.0;13550.000000000002
9620.0;14550.000000000002
9630.0;13750.000000000002
9640.0;14270.000000000002
9650.0;13270.000000000002
9660.0;6622.0
9670.0;14720.000000000002
9680.0;14130.000000000002
9690.0;14510.000000000002
9700.0;14460.000000000002
9710.0;6189.0
9720.0;14580.000000000002
9730.0;14590.000000000002
9740.0;14520.000000000002
9750.0;14530.000000000002
9760.0;6167.0
9770.0;14570.000000000002
9780.0;14540.000000000002
9790.0;14230.000000000002
9800.0;14540.000000000002
9810.0;6127.0
9820.0;6702.0
9830.0;14100.000000000002
9840.0;6997.0
9850.0;14370.000000000002
9860.0;6496.0
9870.0;9770.0
9880.0;14210.000000000002
9890.0;6104.0
9900.0;14600.000000000002
9910.0;7478.0
9920.0;6994.0
9930.0;14280.000000000002
9940.0;6727.0
9950.0;14340.000000000002
9960.0;6197.0
9970.0;6414.0
9980.0;14240.000000000002
9990.0;6529.0
10000.0;14620.000000000002
10010.0;7505.0
10020.0;14290.000000000002
10030.0;14140.000000000002
10040.0;14390.000000000002
10050.0;14570.000000000002
10060.0;14540.000000000002
10070.0;14430.000000000002
10080.0;14230.000000000002
10090.0;14130.000000000002
10100.0;14540.000000000002
10110.0;14530.000000000002
10120.0;14270.000000000002
10130.0;15720.000000000002
10140.0;14440.000000000002
10150.0;14280.000000000002
10160.0;6273.0
10170.0;14170.000000000002
10180.0;14690.000000000002
10190.0;14270.000000000002
10200.0;14240.000000000002
10210.0;6147.0
10220.0;7021.0
10230.0;14630.000000000002
10240.0;7176.0
10250.0;14710.000000000002
10260.0;8274.0
10270.0;14470.000000000002
10280.0;14500.000000000002
10290.0;14210.000000000002
10300.0;14600.000000000002
10310.0;6257.0
10320.0;8857.0
10330.0;14230.000000000002
10340.0;6078.0
10350.0;14620.000000000002
10360.0;15380.000000000002
10370.0;6359.0
10380.0;14340.000000000002
10390.0;14500.000000000002
10400.0;14230.000000000002
10410.0;14520.000000000002
10420.0;6171.0
10430.0;10200.0
10440.0;14470.000000000002
10450.0;6416.0
10460.0;14130.000000000002
10470.0;9003.0
10480.0;14880.000000000002
10490.0;14260.000000000002
10500.0;9016.0
10510.0;14180.000000000002
10520.0;14610.000000000002
10530.0;8445.0
10540.0;14530.000000000002
10550.0;6426.0
10560.0;14110.000000000002
10570.0;12100.000000000002
10580.0;6516.0
10590.0;14640.000000000002
10600.0;14250.000000000002
10610.0;14250.000000000002
10620.0;14520.000000000002
10630.0;6059.0
10640.0;15230.000000000002
10650.0;14390.000000000002
10660.0;8916.0
10670.0;14360.000000000002
10680.0;14090.000000000002
10690.0;6451.0
10700.0;14230.000000000002
10710.0;6404.0
10720.0;14190.000000000002
10730.0;6439.0
10740.0;14270.000000000002
10750.0;14220.000000000002
10760.0;14220.000000000002
10770.0;14510.000000000002
10780.0;14660.000000000002
10790.0;14320.000000000002
10800.0;14370.000000000002
10810.0;14920.000000000002
10820.0;6493.0
10830.0;14110.000000000002
10840.0;14150.000000000002
10850.0;14420.000000000002
10860.0;14390.000000000002
10870.0;6398.0
10880.0;14690.000000000002
10890.0;14710.000000000002
10900.0;14490.000000000002
10910.0;14250.000000000002
10920.0;6392.0
10930.0;9706.0
10940.0;14180.000000000002
10950.0;6098.0
10960.0;14620.000000000002
10970.0;15500.000000000002
10980.0;6302.0
10990.0;14560.000000000002
11000.0;6167.0
11010.0;14350.000000000002
11020.0;8765.0
11030.0;14330.000000000002
11040.0;14440.000000000002
11050.0;14220.000000000002
11060.0;14140.000000000002
11070.0;6511.0
11080.0;9723.0
11090.0;14150.000000000002
11100.0;8288.0
11110.0;14350.000000000002
11120.0;7968.0
11130.0;15820.000000000002
11140.0;14190.000000000002
11150.0;14160.000000000002
11160.0;14580.000000000002
11170.0;14270.000000000002
11180.0;10200.0
11190.0;14110.000000000002
11200.0;14520.000000000002
11210.0;14570.000000000002
11220.0;14620.000000000002
11230.0;14600.000000000002
11240.0;14700.000000000002
11250.0;6455.0
11260.0;7090.0
11270.0;14610.000000000002
11280.0;6609.0
11290.0;14310.000000000002
11300.0;6669.0
11310.0;6482.0
11320.0;14600.000000000002
11330.0;9457.0
11340.0;14700.000000000002
11350.0;14340.000000000002
11360.0;9891.0
11370.0;14350.000000000002
11380.0;6048.0
11390.0;14530.000000000002
11400.0;7502.0
11410.0;14280.000000000002
11420.0;14220.000000000002
11430.0;14580.000000000002
11440.0;14360.000000000002
11450.0;6356.0
11460.0;6457.0
11470.0;11080.0
11480.0;6430.0
11490.0;14610.000000000002
11500.0;7721.0
11510.0;14340.000000000002
11520.0;14340.000000000002
11530.0;14560.000000000002
11540.0;14280.000000000002
11550.0;6440.0
11560.0;8811.0
11570.0;14260.000000000002
11580.0;6509.0
11590.0;14230.000000000002
11600.0;8400.0
11610.0;6511.0
11620.0;14590.000000000002
11630.0;6455.0
11640.0;14210.000000000002
11650.0;6130.0
11660.0;14280.000000000002
11670.0;6317.0
11680.0;14590.000000000002
11690.0;6357.0
11700.0;14330.000000000002
11710.0;6397.0
11720.0;14290.000000000002
11730.0;14700.000000000002
11740.0;14750.000000000002
